STNID	LATITUDE	LONGITUDE	MIN_YEAR	MAX_YEAR	REGIME	CLASS	POISSON	EXPONENTIAL
368905	41.75	-76.44	1900	2011	UDIC	5	0.358174923	0.15270842
369050	39.92	-79.72	1900	2011	UDIC	5	0.402313748	0.140208311
369298	41.85	-79.15	1900	2011	UDIC	5	0.437860023	0.146834924
369408	41.7	-77.39	1926	2011	UDIC	5	0.336709177	0.157229262
369464	39.97	-75.64	1900	2011	UDIC	5	0.298363095	0.102740056
369728	41.24	-76.92	1948	2011	UDIC	5	0.371345766	0.130840428
369933	39.92	-76.75	1900	2011	UDIC	5	0.297547043	0.117890375
374266	41.49	-71.54	1900	2011	UDIC	5	0.303763441	0.092669765
376698	41.72	-71.43	1948	2011	UDIC	5	0.334635417	0.106402009
380165	34.53	-82.66	1901	2011	UDIC	5	0.264409571	0.080315573
381549	32.78	-79.93	1900	2011	AQUIC	1	0.286962366	0.094827143
381588	34.73	-79.88	1900	2011	UDIC	5	0.283458141	0.088842302
381770	34.66	-82.82	1930	2011	UDIC	5	0.301829268	0.085045356
381944	33.98	-81.02	1930	2011	UDIC	5	0.292617362	0.097818897
383747	34.88	-82.22	1962	2011	UDIC	5	0.305698925	0.092794838
383754	34.2	-82.17	1900	2011	UDIC	5	0.260416667	0.084380175
385017	34.5	-82.02	1901	2011	UDIC	5	0.229778165	0.084252251
385200	34.19	-81.42	1900	2011	UDIC	5	0.256984447	0.083406134
386209	34.3	-81.62	1900	2011	UDIC	5	0.268841206	0.09081617
387631	34	-81.77	1902	2011	UDIC	5	0.252517107	0.082268308
387722	34.64	-81.52	1900	2011	UDIC	5	0.275705645	0.086961322
388426	33.04	-80.23	1900	2011	AQUIC	1	0.271673387	0.083094953
388440	33.94	-80.36	1901	2011	UDIC	5	0.217112274	0.08990457
388887	34.75	-83.08	1900	2011	UDIC	5	0.280841974	0.074611256
389327	34.37	-81.09	1900	2011	UDIC	5	0.249303955	0.085284581
389350	34.94	-81.03	1900	2011	UDIC	5	0.248823925	0.079979308
389469	32.68	-80.84	1900	2011	AQUIC	1	0.263104839	0.080298664
390020	45.44	-98.41	1900	2011	UDIC	5	0.229742704	0.158248079
390043	43.49	-99.06	1900	2011	TYPIC USTIC	4	0.1921803	0.129856696
390128	43.66	-97.79	1900	2011	TYPIC USTIC	4	0.184859831	0.123217975
391392	43.31	-96.59	1900	2011	UDIC USTIC	6	0.185579877	0.121163294
391739	44.88	-97.73	1900	2011	UDIC	5	0.224462366	0.149304338
391972	43.96	-101.86	1909	2011	ARIDIC USTIC	2	0.184466019	0.176648754
392429	45.05	-101.6	1922	2011	TYPIC USTIC	4	0.179928315	0.166651691
392797	45.76	-99.64	1908	2011	TYPIC USTIC	4	0.206549835	0.173153633
392927	45.04	-99.13	1900	2011	TYPIC USTIC	4	0.1859399	0.141789241
393029	44.04	-98.07	1900	2011	TYPIC USTIC	4	0.183467742	0.123950708
393832	44.52	-99.46	1900	2011	TYPIC USTIC	4	0.173003072	0.133669113
394007	43.44	-103.47	1900	2011	ARIDIC USTIC	2	0.18389977	0.166816094
394037	44.01	-97.52	1900	2011	TYPIC USTIC	4	0.20094086	0.1318267
394516	43.91	-99.86	1900	2011	TYPIC USTIC	4	0.174107143	0.145655959
395456	45.16	-98.58	1900	2011	UDIC	5	0.192780338	0.141903444
395481	43.24	-97.57	1900	2011	TYPIC USTIC	4	0.206773233	0.128452812
395891	43.89	-100.71	1907	2011	TYPIC USTIC	4	0.153020993	0.126227711
396170	44.44	-100.42	1960	2011	TYPIC USTIC	4	0.145316377	0.165538773
396947	44.12	-103.28	1916	2011	ARIDIC USTIC	2	0.151853719	0.179762513
398622	42.76	-96.92	1900	2011	UDIC USTIC	6	0.197100614	0.118359437
398932	44.9	-97.15	1900	2011	UDIC	5	0.217621928	0.153772278
399442	43.5	-100.48	1913	2011	ARIDIC USTIC	2	0.183420224	0.145566888
401790	36.55	-87.36	1900	2011	UDIC	5	0.323804724	0.096597042
402108	35.55	-89.7	1900	2011	UDIC	5	0.264160906	0.075820191
402202	36.01	-85.13	1912	2011	UDIC	5	0.351586022	0.092249872
402489	36.07	-87.39	1900	2011	UDIC	5	0.271025346	0.077897714
402589	36.48	-87.86	1900	2011	UDIC	5	0.274337558	0.082165368
404561	35.62	-88.85	1900	2011	UDIC	5	0.272561444	0.079430947
405187	35.41	-86.81	1900	2011	UDIC	5	0.304675499	0.083936638
405882	35.67	-85.78	1900	2011	UDIC	5	0.326132873	0.093883213
406371	35.92	-86.37	1900	2011	UDIC	5	0.309715822	0.089507089
406534	35.98	-83.2	1900	2011	UDIC	5	0.314036098	0.104492155
407884	36.42	-82.98	1900	2011	UDIC	5	0.31703629	0.105157881
409155	35.35	-86.21	1900	2011	UDIC	5	0.31655626	0.08452027
409219	36.39	-89.03	1900	2011	UDIC	5	0.290250576	0.086722216
409502	35.3	-87.76	1900	2011	UDIC	5	0.286506336	0.077087083
410174	30.38	-103.66	1900	2011	USTIC ARIDIC	7	0.119239631	0.148533616
410493	31.74	-99.98	1900	2011	TYPIC USTIC	4	0.13515265	0.088772329
410498	30.98	-103.74	1923	2011	TYPIC ARIDIC	3	0.116588136	0.137525569
410639	28.46	-97.71	1901	2011	TYPIC USTIC	4	0.202169912	0.097538668
410832	30.11	-98.43	1900	2011	TYPIC USTIC	4	0.19047619	0.086509917
411000	35.53	-102.26	1964	2011	USTIC ARIDIC	7	0.095262097	0.108753944
411048	30.16	-96.4	1901	2011	UDIC USTIC	6	0.247529788	0.088633537
411138	31.74	-98.95	1900	2011	TYPIC USTIC	4	0.15264977	0.083926442
412015	27.77	-97.51	1948	2011	TYPIC USTIC	4	0.202788978	0.098123895
412019	32.11	-96.47	1901	2011	UDIC USTIC	6	0.192361717	0.076426857
412121	33.65	-101.25	1900	2011	ARIDIC USTIC	2	0.154569892	0.106822544
412266	29.06	-96.23	1900	2011	UDIC	5	0.222590246	0.078592024
412598	32.06	-98.3	1901	2011	UDIC USTIC	6	0.176862346	0.085650613
412679	28.76	-100.48	1900	2011	USTIC ARIDIC	7	0.136976767	0.101394911
412797	31.81	-106.38	1947	2011	TYPIC ARIDIC	3	0.129611249	0.222032763
412906	28.02	-99.35	1907	2011	ARIDIC USTIC	2	0.106144393	0.080158889
413063	27.14	-98.12	1907	2011	ARIDIC USTIC	2	0.150102407	0.092423872
413183	29.68	-97.11	1908	2011	UDIC USTIC	6	0.202388337	0.081264012
413280	30.91	-102.92	1940	2011	TYPIC ARIDIC	3	0.114060633	0.13919336
413420	33.65	-97.06	1987	2011	UDIC USTIC	6	0.187204301	0.067979755
413734	33.17	-96.1	1900	2011	UDIC USTIC	6	0.199788786	0.07473888
413873	29.47	-96.94	1900	2011	UDIC USTIC	6	0.197820661	0.078736718
413992	33.16	-99.75	1900	2011	TYPIC USTIC	4	0.156898041	0.095677239
415018	31.07	-98.18	1900	2011	UDIC USTIC	6	0.190356183	0.095406672
415429	29.68	-97.66	1901	2011	UDIC USTIC	6	0.217717718	0.093909398
415618	32.54	-94.35	1908	2011	UDIC	5	0.227770885	0.072775414
415707	31.13	-102.22	1932	2011	USTIC ARIDIC	7	0.112634409	0.122003276
416276	29.72	-98.12	1900	2011	UDIC USTIC	6	0.180947581	0.084451349
416794	33.67	-95.56	1900	2011	UDIC	5	0.220814132	0.077021572
417079	34.19	-101.7	1908	2011	ARIDIC USTIC	2	0.156922043	0.117133576
417622	26.38	-98.81	1900	2011	USTIC ARIDIC	7	0.131360407	0.108427445
417945	29.53	-98.47	1946	2011	TYPIC USTIC	4	0.216397849	0.10553165
418201	32.71	-102.66	1922	2011	USTIC ARIDIC	7	0.135185185	0.124463194
418433	32.71	-100.91	1911	2011	ARIDIC USTIC	2	0.1284201	0.093613096
418692	36.34	-102.08	1911	2011	ARIDIC USTIC	2	0.114952624	0.115124827
419532	32.75	-97.77	1902	2011	UDIC USTIC	6	0.188929619	0.086676352
420086	37.44	-112.48	1915	2011	TYPIC USTIC	4	0.171544175	0.157655544
420738	37.61	-109.48	1904	2011	USTIC ARIDIC	7	0.15962266	0.184339295
420788	37.28	-109.56	1911	2011	TYPIC ARIDIC	3	0.105956563	0.219811626
422101	39.29	-112.65	1900	2011	TYPIC ARIDIC	3	0.119911674	0.226182601
422253	40.17	-110.4	1906	2011	USTIC ARIDIC	7	0.156826943	0.260707779
422592	37.77	-111.6	1901	2011	USTIC ARIDIC	7	0.110650974	0.164482992
422828	38.97	-112.33	1900	2011	XERIC ARIDIC	9	0.181115591	0.180152942
422996	40.28	-109.86	1902	2011	TYPIC ARIDIC	3	0.116202346	0.268952984
423611	38.37	-110.72	1910	2011	TYPIC ARIDIC	3	0.104179844	0.287421134
423809	40.49	-111.43	1900	2011	XERIC	8	0.225758449	0.209360614
424856	41.83	-111.32	1900	2011	XERIC	8	0.18140361	0.211183068
425065	39.56	-111.87	1900	2011	XERIC ARIDIC	9	0.19110023	0.19637807
425186	41.75	-111.8	1900	2011	XERIC	8	0.235023041	0.194783603
425402	39.26	-111.63	1900	2011	XERIC ARIDIC	9	0.207517281	0.239114404
425477	38.45	-112.23	1913	2011	XERIC ARIDIC	9	0.099761051	0.303928537
425733	38.57	-109.55	1900	2011	USTIC ARIDIC	7	0.145185292	0.24147961
425826	41.04	-111.67	1903	2011	XERIC	8	0.20980073	0.179931696
426404	41.24	-111.95	1902	2011	XERIC	8	0.160361681	0.154572598
427260	38.76	-112.08	1900	2011	XERIC ARIDIC	9	0.150681644	0.287057773
427516	37.11	-113.56	1900	2011	USTIC ARIDIC	7	0.1140553	0.211933724
427559	38.91	-111.42	1986	2011	XERIC	8	0.230562448	0.261318795
427714	39.25	-112.11	1900	2011	XERIC	8	0.167098694	0.194237588
427729	39.68	-111.2	1984	2011	XERIC	8	0.296658986	0.177440991
428119	40.08	-111.6	1909	2011	XERIC	8	0.231861363	0.180351035
428771	40.53	-112.3	1900	2011	XERIC ARIDIC	9	0.210325461	0.176012326
429111	40.43	-109.55	1900	2011	USTIC ARIDIC	7	0.117391513	0.219793691
429382	40.72	-114.04	1911	2011	TYPIC ARIDIC	3	0.107952731	0.355495535
429595	41.53	-111.15	1900	2011	XERIC ARIDIC	9	0.154641897	0.268743291
429717	37.21	-112.98	1904	2011	USTIC ARIDIC	7	0.152578654	0.153856039
431081	44.47	-73.15	1940	2011	UDIC	5	0.408639486	0.172731851
431243	43.38	-72.6	1903	2011	UDIC	5	0.365468087	0.125336249
431580	43.96	-73.21	1900	2011	UDIC	5	0.275873656	0.13105838
432769	44.91	-72.81	1900	2011	UDIC	5	0.373535906	0.14229466
437054	44.42	-72.02	1900	2011	UDIC	5	0.406514017	0.163565568
437607	44.63	-73.3	1969	2011	UDIC	5	0.335396349	0.148423833
437612	44.07	-72.97	1981	2011	UDIC	5	0.419614984	0.141624463
440766	37.2	-80.41	1952	2011	UDIC	5	0.334408602	0.124762568
441209	37.09	-81.34	1900	2011	UDIC	5	0.32483679	0.106391808
441593	38.03	-78.52	1900	2011	UDIC	5	0.299755184	0.099365023
442208	38.46	-78.94	1900	2011	UDIC	5	0.315356183	0.129064351
442941	37.33	-78.39	1900	2011	UDIC	5	0.210805492	0.091573841
444101	37.3	-77.28	1916	2011	AQUIC	1	0.28391017	0.096552288
444128	38	-79.83	1900	2011	UDIC	5	0.318188364	0.115604043
444876	37.8	-79.41	1900	2011	UDIC	5	0.298195084	0.113093226
444909	39.09	-77.69	1900	2011	UDIC	5	0.227798579	0.085263133
446139	36.9	-76.19	1946	2011	AQUIC	1	0.312194526	0.099864866
446712	38.23	-78.12	1946	2011	UDIC	5	0.308080808	0.109376192
447338	36.98	-79.9	1900	2011	UDIC	5	0.262792819	0.089223351
448062	38.18	-79.09	1900	2011	UDIC	5	0.278585829	0.112811395
449263	38.9	-78.49	1900	2011	UDIC	5	0.281706029	0.117377092
450008	46.97	-123.83	1900	2011	UDIC	5	0.486847158	0.086723
450587	48.72	-122.51	1985	2011	XERIC	8	0.422242135	0.181766081
450729	48.98	-122.79	1902	2011	XERIC	8	0.378225806	0.146025472
450945	47.17	-122	1913	2011	XERIC	8	0.455658738	0.142370282
451276	46.72	-122.95	1902	2011	XERIC	8	0.432404692	0.142873235
451484	48.97	-122.33	1903	2011	XERIC	8	0.405864654	0.128179877
451504	47.19	-120.95	1900	2011	XERIC	8	0.280769969	0.198410814
451630	48.55	-117.9	1900	2011	XERIC	8	0.165250576	0.225861358
451666	48.55	-119.75	1900	2011	XERIC ARIDIC	9	0.18812404	0.210471423
451939	47.37	-123.16	1973	2011	UDIC	5	0.440791288	0.073704293
452007	47.65	-118.15	1909	2011	XERIC	8	0.216776281	0.226484842
452030	46.32	-118	1900	2011	XERIC	8	0.282618088	0.223206805
452505	46.97	-120.54	1900	2011	XERIC ARIDIC	9	0.155145929	0.294158389
452675	47.98	-122.2	1914	2011	XERIC	8	0.42785824	0.181727772
452914	47.96	-124.35	1907	2011	UDIC	5	0.519252432	0.067615389
453222	45.81	-120.84	1905	2011	XERIC	8	0.187895689	0.216258423
454154	46.21	-119.1	1900	2011	XERIC ARIDIC	9	0.166186636	0.343664887
454748	46.37	-124.04	1967	2011	UDIC	5	0.550119474	0.105128281
454764	46.75	-121.81	1978	2011	UDIC	5	0.482052498	0.093247781
454769	46.15	-122.92	1925	2011	XERIC	8	0.464590286	0.151394335
455224	47.14	-122.26	1941	2011	XERIC	8	0.448356808	0.158116412
455946	48.91	-117.81	1900	2011	XERIC	8	0.242583525	0.215392194
456096	48.61	-122.81	1900	2011	XERIC	8	0.362927227	0.18679009
456610	46.47	-117.59	1900	2011	XERIC	8	0.201108871	0.23592314
456789	46.76	-117.19	1940	2011	XERIC	8	0.303390084	0.213201245
456914	46.65	-123.73	1980	2011	UDIC	5	0.543094758	0.095851008
457267	47.09	-117.59	1963	2011	XERIC	8	0.27430327	0.238239793
457507	48.5	-122.24	1900	2011	XERIC	8	0.454925115	0.146587633
457938	47.62	-117.53	1900	2011	XERIC	8	0.298171083	0.274231425
458059	48.35	-120.73	1906	2011	UDIC	5	0.25	0.120363293
458207	46.32	-120.01	1900	2011	XERIC ARIDIC	9	0.148401498	0.332216774
458773	45.68	-122.65	1900	2011	XERIC	8	0.401017665	0.150660036
458928	46.1	-118.28	1949	2011	XERIC	8	0.27124936	0.222145328
459012	47.65	-120.07	1900	2011	XERIC ARIDIC	9	0.157210061	0.218787609
459074	47.42	-120.32	1931	2011	XERIC ARIDIC	9	0.172806319	0.289932962
459238	47.76	-118.68	1900	2011	XERIC	8	0.176147273	0.214190833
459376	48.45	-120.19	1906	2011	XERIC	8	0.20531548	0.227756136
461220	38.98	-80.22	1900	2011	UDIC	5	0.380064324	0.119246904
463544	38.93	-80.83	1900	2011	UDIC	5	0.366455453	0.118946319
465224	37.86	-80.4	1900	2011	UDIC	5	0.311131912	0.125045777
465707	39.4	-77.98	1926	2011	UDIC	5	0.314984996	0.121602647
466867	39.1	-79.67	1900	2011	UDIC	5	0.332637289	0.108115751
466989	38.67	-80.2	1994	2011	UDIC	5	0.421893668	0.106215594
467029	37.57	-81.54	1908	2011	UDIC	5	0.24245244	0.126657888
468384	38.8	-81.36	1900	2011	UDIC	5	0.346126152	0.121271572
471078	42.62	-89.39	1900	2011	UDIC	5	0.268985215	0.116139686
472001	42.67	-90.12	1901	2011	UDIC	5	0.20977429	0.10689893
472839	43.8	-88.45	1900	2011	UDIC	5	0.274169547	0.136878657
473405	44.12	-89.53	1903	2011	UDIC	5	0.273527671	0.131765441
474546	42.83	-90.79	1900	2011	UDIC	5	0.240375384	0.111073928
475017	44.09	-87.65	1900	2011	UDIC	5	0.26264881	0.12957352
475120	44.63	-90.13	1912	2011	UDIC	5	0.288521505	0.1326437
475255	45.13	-90.34	1900	2011	UDIC	5	0.283482143	0.127086681
475474	43.07	-88.03	1946	2011	UDIC	5	0.292277615	0.138993553
475516	45.89	-89.73	1903	2011	UDIC	5	0.314910723	0.149411242
475808	44.53	-90.64	1900	2011	UDIC	5	0.231830837	0.108225615
475932	44.36	-88.72	1900	2011	AQUIC	1	0.259576613	0.122566841
476208	44.88	-87.95	1900	2011	UDIC	5	0.266777074	0.13241739
476330	44.02	-88.56	1900	2011	UDIC	5	0.279737903	0.13854249
476718	43.53	-89.43	1900	2011	UDIC	5	0.283290131	0.12821232
476827	43.05	-91.14	1900	2011	UDIC	5	0.249639977	0.112704205
476922	42.7	-87.79	1900	2011	UDIC	5	0.286962366	0.127490077
478027	45.82	-91.88	1900	2011	UDIC	5	0.258232527	0.137216769
478110	44.97	-90.94	1903	2011	UDIC	5	0.265339844	0.127747907
478827	43.56	-90.88	1900	2011	UDIC	5	0.259552611	0.120224335
478919	43.17	-88.74	1900	2011	AQUIC	1	0.303235407	0.134593643
480140	43.77	-111.03	1909	2011	UDIC	5	0.228912204	0.171469199
480540	44.38	-108.03	1900	2011	TYPIC ARIDIC	3	0.102510561	0.257262903
480552	42.63	-106.38	1969	2011	USTIC ARIDIC	7	0.197549387	0.22723602
481675	41.15	-104.82	1915	2011	ARIDIC USTIC	2	0.268928057	0.259136304
481730	41.76	-104.82	1900	2011	ARIDIC USTIC	2	0.201396889	0.192568044
481840	44.52	-109.06	1915	2011	USTIC ARIDIC	7	0.178139896	0.266699195
481905	44.87	-104.15	1915	2011	USTIC ARIDIC	7	0.186758674	0.185936717
482595	43.23	-108.95	1920	2011	TYPIC ARIDIC	3	0.095751519	0.171627399
483100	41.27	-110.95	1900	2011	UDIC USTIC	6	0.193164363	0.244579575
484065	41.53	-109.48	1904	2011	TYPIC ARIDIC	3	0.151657706	0.303551901
485345	44.56	-110.4	1904	2011	TYPIC USTIC	4	0.32233174	0.259769864
485415	41.31	-105.67	1948	2011	USTIC ARIDIC	7	0.222614247	0.31127699
486195	43.41	-106.28	1939	2011	TYPIC ARIDIC	3	0.173994697	0.207215557
486440	43.86	-110.59	1911	2011	TYPIC USTIC	4	0.339268604	0.214031515
486660	43.86	-104.21	1906	2011	ARIDIC USTIC	2	0.193446947	0.198536969
487115	43.25	-108.69	1919	2011	TYPIC ARIDIC	3	0.093479015	0.197583542
487260	42.88	-109.86	1948	2011	TYPIC USTIC	4	0.205603159	0.310337583
487388	44.78	-108.76	1981	2011	TYPIC ARIDIC	3	0.148543184	0.336011882
487760	43.03	-108.37	1907	2011	TYPIC ARIDIC	3	0.123579109	0.222844276
487845	41.59	-109.07	1948	2011	TYPIC ARIDIC	3	0.195816532	0.340873446
488160	44.84	-106.84	1920	2011	ARIDIC USTIC	2	0.218238663	0.21524523
489615	42.11	-104.95	1900	2011	USTIC ARIDIC	7	0.148785522	0.180786926
489770	44.01	-107.97	1907	2011	TYPIC ARIDIC	3	0.142319508	0.282631163
489905	44.98	-110.7	1900	2011	TYPIC USTIC	4	0.19890073	0.299576558
