STNID	LATITUDE	LONGITUDE	MIN_YEAR	MAX_YEAR	REGIME	CLASS	POISSON	EXPONENTIAL
215563	44.94	-95.75	1900	2011	UDIC	5	0.221990207	0.128772499
215615	45.88	-93.31	1904	2011	AQUIC	1	0.26807049	0.141450328
215638	45.59	-95.87	1900	2011	UDIC	5	0.246111751	0.14902372
216152	44.76	-94.93	1976	2011	AQUIC	1	0.210946834	0.120133151
216360	46.9	-95.07	1900	2011	UDIC	5	0.278393817	0.161756637
216547	46.67	-94.11	1900	2011	UDIC	5	0.25280818	0.138978366
216565	44.01	-96.33	1900	2011	UDIC USTIC	6	0.225806452	0.135119034
217405	44.32	-93.97	1900	2011	UDIC	5	0.214765745	0.111738471
217460	46.8	-93.32	1900	2011	AQUIC	1	0.268265169	0.151845053
218419	47.03	-91.67	1900	2011	UDIC	5	0.281490015	0.147829546
219046	43.77	-94.19	1900	2011	UDIC	5	0.249351959	0.124991061
220021	33.83	-88.52	1900	2011	UDIC	5	0.26843318	0.074970963
220488	34.31	-89.98	1900	2011	UDIC	5	0.252064132	0.070312679
220955	34.66	-88.58	1900	2011	UDIC	5	0.280433948	0.076296881
221094	31.54	-90.46	1900	2011	UDIC	5	0.263152842	0.066910685
221389	32.67	-90.04	1900	2011	UDIC	5	0.233654954	0.070956581
221707	34.19	-90.56	1907	2011	AQUIC	1	0.26062468	0.075808498
221865	31.25	-89.84	1903	2011	UDIC	5	0.293602644	0.071898754
221880	33.47	-88.38	1981	2011	UDIC	5	0.276621575	0.075095102
221962	34.88	-88.62	1900	2011	UDIC	5	0.223358295	0.077269822
222094	31.95	-90.38	1900	2011	UDIC	5	0.190548195	0.068136774
223107	32.36	-89.42	1930	2011	UDIC	5	0.24619722	0.065048883
223605	33.36	-91.06	1903	2011	AQUIC	1	0.253797968	0.07439037
223887	31.25	-89.34	1900	2011	UDIC	5	0.281850038	0.070938766
223975	34.82	-89.99	1900	2011	UDIC	5	0.245607719	0.074707015
224776	33.06	-89.58	1900	2011	UDIC	5	0.259384601	0.07124932
224939	31.68	-89.12	1902	2011	UDIC	5	0.275171065	0.072032206
225247	33.14	-89.07	1900	2011	UDIC	5	0.237399194	0.065095451
225987	31.55	-90.11	1907	2011	UDIC	5	0.271633385	0.06974706
226009	33.45	-90.51	1913	2011	AQUIC	1	0.259232106	0.073852306
226177	31.59	-91.34	1900	2011	UDIC	5	0.249663978	0.065242977
226718	30.4	-88.48	1909	2011	UDIC	5	0.176636392	0.058872837
227111	34.14	-89	1953	2011	UDIC	5	0.278339712	0.072659325
227128	30.84	-89.55	1901	2011	UDIC	5	0.251210888	0.07005107
227132	31.99	-90.97	1900	2011	UDIC	5	0.2687452	0.071586611
228374	33.47	-88.78	1900	2011	UDIC	5	0.257056452	0.07278912
229079	34.38	-89.54	1900	2011	UDIC	5	0.249231951	0.069402854
229400	34.16	-89.63	1900	2011	UDIC	5	0.230918779	0.062608911
229426	30.29	-89.38	1982	2011	UDIC	5	0.272670251	0.065381171
229439	31.68	-88.67	1900	2011	UDIC	5	0.191892281	0.063252192
229793	31.09	-91.23	1900	2011	UDIC	5	0.260584677	0.064616728
229860	32.9	-90.38	1960	2011	AQUIC	1	0.262717122	0.067344358
230204	38.19	-94.03	1900	2011	UDIC	5	0.230294739	0.086719031
231037	39.42	-93.13	1900	2011	UDIC	5	0.24906394	0.095908038
231364	36.17	-89.66	1900	2011	AQUIC	1	0.252112135	0.079431783
231711	38.4	-93.77	1906	2011	UDIC	5	0.228951106	0.083901969
231822	40.24	-94.68	1900	2011	UDIC	5	0.202644969	0.085528329
232289	36.62	-90.81	1904	2011	UDIC	5	0.251244524	0.076514461
232809	37.79	-90.41	1906	2011	UDIC	5	0.244065733	0.094524726
234271	38.59	-92.18	1900	2011	UDIC	5	0.262072773	0.099782482
234705	37.5	-94.27	1900	2011	UDIC	5	0.22297427	0.074813458
234825	37.69	-92.69	1900	2011	UDIC	5	0.250552035	0.086661842
234850	38.88	-94.34	1962	2011	UDIC	5	0.25688172	0.095073834
235253	37.3	-89.97	1900	2011	UDIC	5	0.236991167	0.074791954
235541	39.18	-91.89	1900	2011	UDIC	5	0.273353495	0.102531311
235671	39.42	-92.44	1936	2011	UDIC	5	0.243668647	0.09706135
235834	37.15	-92.26	1901	2011	UDIC	5	0.260655817	0.089428543
235976	36.86	-94.36	1900	2011	UDIC	5	0.250408026	0.081751151
237963	40.25	-93.72	1957	2011	UDIC	5	0.260215054	0.103824603
238051	39.97	-91.89	1900	2011	UDIC	5	0.248247888	0.098069159
238466	38.26	-93.4	1980	2011	UDIC	5	0.253948253	0.093673358
238523	40.48	-93	1900	2011	UDIC	5	0.221630184	0.096584557
238725	38.84	-91.14	1900	2011	UDIC	5	0.221966206	0.094574173
240199	46.13	-112.96	1901	2011	TYPIC USTIC	4	0.144725371	0.289214002
240364	47.49	-112.4	1900	2011	ARIDIC USTIC	2	0.174611175	0.19601514
240780	45.83	-109.95	1900	2011	ARIDIC USTIC	2	0.17093894	0.179745313
241044	45.66	-111.05	1900	2011	TYPIC USTIC	4	0.310987903	0.247102359
241552	47.22	-111.71	1904	2011	ARIDIC USTIC	2	0.213784349	0.201743056
241722	48.59	-109.23	1900	2011	ARIDIC USTIC	2	0.177299347	0.215508653
241737	47.82	-112.19	1905	2011	ARIDIC USTIC	2	0.151994774	0.219877572
242173	48.6	-112.38	1903	2011	ARIDIC USTIC	2	0.182968334	0.251994318
242409	45.21	-112.64	1900	2011	ARIDIC USTIC	2	0.214789747	0.239444098
242689	45.89	-104.55	1900	2011	ARIDIC USTIC	2	0.213613671	0.211529086
242793	45.34	-111.71	1918	2011	ARIDIC USTIC	2	0.194949668	0.242363281
243013	46.85	-108.31	1913	2011	ARIDIC USTIC	2	0.203106332	0.231765493
243110	48.5	-109.8	1917	2011	ARIDIC USTIC	2	0.219128466	0.269273202
243558	48.21	-106.62	1948	2011	ARIDIC USTIC	2	0.247269825	0.30501889
243581	47.11	-104.72	1900	2011	TYPIC USTIC	4	0.19515649	0.211391174
243751	47.47	-111.38	1948	2011	ARIDIC USTIC	2	0.271673387	0.265300122
243885	46.26	-114.16	1900	2011	XERIC	8	0.228518625	0.292818267
244038	44.87	-111.34	1904	2011	TYPIC USTIC	4	0.321037435	0.183936479
244055	46.61	-111.96	1938	2011	ARIDIC USTIC	2	0.251271433	0.325951662
244345	45.92	-108.24	1911	2011	ARIDIC USTIC	2	0.209757266	0.233361856
244364	45.94	-107.14	1951	2011	ARIDIC USTIC	2	0.173629473	0.22428228
244522	47.31	-106.91	1905	2011	ARIDIC USTIC	2	0.150160788	0.21585954
244558	48.3	-114.26	1900	2011	XERIC	8	0.336285522	0.315979088
245015	48.4	-115.54	1911	2011	UDIC	5	0.298733099	0.254562391
245338	48.39	-107.73	1972	2011	ARIDIC USTIC	2	0.196639785	0.231207551
245572	48.48	-104.45	1911	2011	AQUIC	1	0.165948046	0.198903228
245668	46.76	-104.96	1979	2011	ARIDIC USTIC	2	0.136282177	0.158062302
245690	46.43	-105.88	1937	2011	ARIDIC USTIC	2	0.239318996	0.261482927
245761	47.06	-109.95	1909	2011	TYPIC USTIC	4	0.276725128	0.268288588
246157	45.49	-111.63	1907	2011	TYPIC USTIC	4	0.245391705	0.205983736
246472	46.32	-113.3	1955	2011	TYPIC USTIC	4	0.254951896	0.280477374
246601	46.42	-104.52	1910	2011	ARIDIC USTIC	2	0.176628716	0.195028729
246918	45.18	-109.25	1900	2011	TYPIC USTIC	4	0.237399194	0.17114642
247318	47.3	-115.09	1960	2011	UDIC	5	0.272901158	0.251111139
247382	47.45	-104.34	1905	2011	TYPIC USTIC	4	0.174002613	0.186639903
248501	48.31	-112.25	1911	2011	ARIDIC USTIC	2	0.18471202	0.220354326
248569	47.88	-105.37	1935	2011	TYPIC USTIC	4	0.184890378	0.187129954
248597	45.29	-111.95	1905	2011	TYPIC USTIC	4	0.21065722	0.2204594
248930	46.54	-110.9	1978	2011	TYPIC USTIC	4	0.211812144	0.27153526
250130	42.11	-102.9	1900	2011	ARIDIC USTIC	2	0.162610407	0.162384198
250375	41.04	-96.38	1900	2011	UDIC	5	0.211501536	0.110064953
250420	42.51	-99.03	1906	2011	TYPIC USTIC	4	0.180690809	0.125949322
250435	40.37	-95.75	1900	2011	UDIC	5	0.229166667	0.100821394
250622	40.3	-96.75	1984	2011	UDIC	5	0.213133641	0.104926379
250640	40.13	-99.83	1900	2011	TYPIC USTIC	4	0.176075269	0.114301334
251145	41.67	-103.1	1900	2011	ARIDIC USTIC	2	0.174899194	0.157578923
251200	41.41	-99.68	1900	2011	TYPIC USTIC	4	0.198492704	0.130441797
252020	40.62	-96.95	1900	2011	UDIC USTIC	6	0.215725806	0.111501994
252100	40.67	-100.49	1900	2011	TYPIC USTIC	4	0.152385753	0.111467649
252205	41.25	-97.13	1900	2011	UDIC USTIC	6	0.221966206	0.115087206
252820	40.07	-97.17	1900	2011	UDIC USTIC	6	0.244359639	0.118787069
252840	40.64	-97.59	1900	2011	UDIC USTIC	6	0.202404954	0.111204556
253175	40.53	-97.6	1900	2011	UDIC USTIC	6	0.187524002	0.099858271
253185	41.45	-97.76	1900	2011	UDIC USTIC	6	0.211117512	0.117698772
253365	40.94	-100.15	1900	2011	TYPIC USTIC	4	0.19671659	0.132292452
253615	42.69	-103.88	1914	2011	ARIDIC USTIC	2	0.196812596	0.164664507
253630	42.62	-97.26	1900	2011	UDIC USTIC	6	0.203052995	0.112723874
253735	40.18	-97.59	1900	2011	UDIC USTIC	6	0.21109351	0.109663353
254110	40.52	-101.66	1900	2011	ARIDIC USTIC	2	0.176051267	0.12954925
254440	41.25	-103.63	1900	2011	ARIDIC USTIC	2	0.189156106	0.175869264
255080	41.83	-97.45	1900	2011	UDIC USTIC	6	0.188916091	0.104071027
255565	40.52	-98.95	1900	2011	TYPIC USTIC	4	0.177011329	0.10614422
256135	42.07	-97.97	1900	2011	UDIC USTIC	6	0.223934332	0.129123971
256970	42.07	-100.25	1902	2011	TYPIC USTIC	4	0.185654936	0.127561943
257715	40.9	-97.09	1900	2011	UDIC USTIC	6	0.202404954	0.10519628
258133	41.46	-100.6	1989	2011	TYPIC USTIC	4	0.238896681	0.157102163
258395	40.68	-96.19	1900	2011	UDIC	5	0.21875	0.106288682
258465	40.35	-96.19	1900	2011	UDIC	5	0.21438172	0.101969647
258480	41.79	-96.23	1900	2011	UDIC	5	0.221270161	0.111228749
258915	42.27	-96.86	1900	2011	UDIC USTIC	6	0.214429724	0.115397731
260507	39.49	-117.07	1900	2011	XERIC ARIDIC	9	0.149241551	0.196011874
260691	40.61	-116.89	1944	2011	TYPIC ARIDIC	3	0.165757432	0.30800571
262573	40.83	-115.79	1900	2011	XERIC ARIDIC	9	0.177467358	0.283366458
262780	39.46	-118.78	1903	2011	TYPIC ARIDIC	3	0.104370129	0.320448846
264950	39.41	-114.77	1907	2011	XERIC ARIDIC	9	0.152252944	0.265934279
265168	38.38	-118.11	1900	2011	TYPIC ARIDIC	3	0.066484255	0.22602097
266779	39.48	-119.77	1937	2011	XERIC ARIDIC	9	0.137060932	0.277631403
267369	35.47	-114.92	1913	2011	TYPIC ARIDIC	3	0.068073205	0.137311372
269171	40.9	-117.81	1900	2011	XERIC ARIDIC	9	0.186683948	0.329904302
270706	44.31	-71.66	1992	2011	UDIC	5	0.439919355	0.160525043
272174	43.15	-70.95	1900	2011	UDIC	5	0.292722734	0.104727434
272999	45.09	-71.29	1918	2011	UDIC	5	0.460449554	0.163023583
273850	43.7	-72.28	1900	2011	UDIC	5	0.364415323	0.146169887
274399	42.94	-72.32	1900	2011	UDIC	5	0.337917627	0.124745989
280325	39.38	-74.42	1900	2011	UDIC	5	0.305107527	0.111686422
280734	40.83	-75.08	1982	2011	UDIC	5	0.332078853	0.10646618
280907	40.9	-74.4	1900	2011	UDIC	5	0.27265745	0.097442622
281582	41.03	-74.42	1900	2011	UDIC	5	0.299563172	0.087584345
283029	40.56	-74.88	1900	2011	UDIC	5	0.320084485	0.101647804
283951	40.27	-74.56	1900	2011	UDIC	5	0.297787058	0.100571056
284229	39.81	-74.79	1901	2011	UDIC	5	0.286932093	0.091130453
284987	40.28	-74	1907	2011	UDIC	5	0.281054788	0.096756331
285728	39.95	-74.97	1900	2011	UDIC	5	0.300883257	0.100824978
286055	40.47	-74.44	1968	2011	UDIC	5	0.323741447	0.097745919
287079	40.6	-74.4	1900	2011	UDIC	5	0.304315476	0.095675626
288816	39.95	-74.22	1900	2011	UDIC	5	0.188988095	0.08279428
290692	36.84	-108	1900	2011	USTIC ARIDIC	7	0.142329109	0.233284938
291469	32.35	-104.22	1900	2011	TYPIC ARIDIC	3	0.108894969	0.129333174
291515	33.63	-105.9	1908	2011	USTIC ARIDIC	7	0.14056038	0.164447721
291664	36.92	-106.58	1905	2011	TYPIC USTIC	4	0.21470204	0.153743411
291813	36.47	-104.95	1904	2011	TYPIC USTIC	4	0.181725408	0.167397121
291887	36.45	-103.15	1909	2011	ARIDIC USTIC	2	0.159776595	0.160783172
292608	36.94	-107	1906	2011	TYPIC USTIC	4	0.206811727	0.189561963
292848	33.15	-107.18	1908	2011	TYPIC ARIDIC	3	0.105769231	0.187509296
293265	32.79	-108.15	1900	2011	ARIDIC USTIC	2	0.180035522	0.170650009
293294	34.47	-104.23	1909	2011	USTIC ARIDIC	7	0.129371542	0.137019926
294369	35.78	-106.69	1910	2011	TYPIC USTIC	4	0.199873498	0.176787025
294426	32.62	-106.74	1914	2011	TYPIC ARIDIC	3	0.105853632	0.168982887
294862	35.57	-105.21	1983	2011	ARIDIC USTIC	2	0.148591027	0.127921833
295150	34.77	-106.76	1957	2011	TYPIC ARIDIC	3	0.129960899	0.214875181
295273	33.82	-108.94	1903	2011	TYPIC USTIC	4	0.180625432	0.174124359
295965	34.52	-106.26	1902	2011	ARIDIC USTIC	2	0.129765396	0.14646894
296435	32.38	-106.09	1904	2011	TYPIC ARIDIC	3	0.084801872	0.138984414
297323	36.71	-105.4	1906	2011	UDIC	5	0.25456482	0.187155167
297610	33.31	-104.51	1946	2011	TYPIC ARIDIC	3	0.115754317	0.168022831
297867	35.11	-103.33	1907	2011	ARIDIC USTIC	2	0.13625192	0.124068166
298501	36.36	-104.59	1900	2011	ARIDIC USTIC	2	0.140360983	0.144815405
298535	32.28	-106.76	1959	2011	TYPIC ARIDIC	3	0.132329073	0.209335077
299156	35.2	-103.69	1904	2011	USTIC ARIDIC	7	0.14516129	0.137105399
299165	33.07	-106.04	1909	2011	TYPIC ARIDIC	3	0.106665623	0.168121277
300023	42.1	-77.23	1900	2011	UDIC	5	0.303403418	0.150669268
300042	42.74	-73.81	1938	2011	UDIC	5	0.363884045	0.144383333
300085	42.26	-77.79	1900	2011	AQUIC	1	0.376296083	0.1672141
300093	42.1	-78.75	1924	2011	UDIC	5	0.417491447	0.142509658
300183	42.3	-77.99	1900	2011	AQUIC	1	0.356014785	0.151616016
300321	42.93	-76.54	1900	2011	UDIC	5	0.332325269	0.16542592
300687	42.21	-75.98	1951	2011	UDIC	5	0.429710911	0.164459426
300889	40.95	-72.31	1930	2011	UDIC	5	0.296157881	0.093837703
301012	42.94	-78.74	1938	2011	AQUIC	1	0.447616972	0.170819243
301185	44.58	-75.11	1900	2011	AQUIC	1	0.326276882	0.162566096
301401	44.88	-73.4	1902	2011	UDIC	5	0.21072825	0.119630345
301752	42.72	-74.93	1900	2011	UDIC	5	0.389160906	0.137819416
301966	44.72	-73.72	1906	2011	UDIC	5	0.373782715	0.150121228
302060	42.06	-75.43	1962	2011	UDIC	5	0.411397849	0.138838378
302610	42.1	-76.84	1900	2011	UDIC	5	0.320396505	0.139316654
303033	42.45	-79.31	1914	2011	AQUIC	1	0.379553434	0.144248676
303184	42.88	-77.03	1969	2011	UDIC	5	0.408664666	0.176869084
303773	42.77	-77.61	1900	2011	UDIC	5	0.350686444	0.16198088
304102	43.76	-74.27	1900	2011	UDIC	5	0.357790899	0.131096405
304174	42.45	-76.45	1900	2011	UDIC	5	0.411890361	0.176276269
304555	44.24	-73.98	1900	2011	UDIC	5	0.387864823	0.160099769
304791	43.06	-74.87	1900	2011	UDIC	5	0.360335061	0.139991993
304912	43.8	-75.48	1900	2011	UDIC	5	0.42281106	0.158932141
304996	44.84	-74.31	1983	2011	AQUIC	1	0.441879867	0.16552934
305113	42.47	-75.01	1983	2011	UDIC	5	0.408416759	0.144930625
305426	41.77	-74.16	1900	2011	UDIC	5	0.307123656	0.093250197
305512	42.84	-75.73	1911	2011	UDIC	5	0.362583839	0.146875279
305801	40.78	-73.97	1900	2011	UDIC	5	0.323300691	0.103292682
306085	42.51	-75.52	1906	2011	UDIC	5	0.400360114	0.144350433
306164	44.73	-75.44	1900	2011	AQUIC	1	0.283530146	0.139296847
306314	43.46	-76.49	1926	2011	UDIC	5	0.443517129	0.168604988
306774	41.38	-74.68	1900	2011	UDIC	5	0.31641225	0.10760282
306820	41.6	-73.91	1948	2011	UDIC	5	0.308845766	0.111925778
307167	43.12	-77.68	1926	2011	AQUIC	1	0.434233558	0.195264188
307484	43.03	-73.82	1955	2011	UDIC	5	0.328428598	0.117262257
307633	40.96	-73.1	1900	2011	UDIC	5	0.26531298	0.093996827
308383	43.11	-76.1	1938	2011	AQUIC	1	0.459713746	0.175060205
308600	42.75	-73.68	1932	2011	UDIC	5	0.226041667	0.126859729
308631	44.23	-74.44	1900	2011	UDIC	5	0.381624424	0.164731831
309000	43.98	-75.88	1900	2011	UDIC	5	0.417578725	0.151518508
309292	41.39	-73.96	1905	2011	UDIC	5	0.297909758	0.096267539
309670	41.27	-73.8	1965	2011	UDIC	5	0.337108213	0.097624359
310090	35.4	-80.2	1911	2011	UDIC	5	0.273954008	0.087284602
311458	35.23	-75.62	1957	2011	AQUIC	1	0.322825024	0.083191568
311677	35.91	-79.08	1900	2011	UDIC	5	0.290898618	0.09547699
312635	36.02	-76.55	1900	2011	AQUIC	1	0.246759793	0.074729438
312719	36.31	-76.21	1911	2011	AQUIC	1	0.27310231	0.085046405
313969	36.35	-78.41	1900	2011	UDIC	5	0.26922523	0.089730527
313976	35.33	-82.45	1900	2011	UDIC	5	0.324956797	0.085241668
314055	35.05	-83.19	1900	2011	UDIC	5	0.355918779	0.068205134
314684	35.2	-77.54	1900	2011	AQUIC	1	0.259336598	0.08179547
314938	35.92	-81.54	1900	2011	UDIC	5	0.278177803	0.08788878
315123	36.1	-78.3	1900	2011	UDIC	5	0.251632104	0.082685959
315177	34.63	-79.03	1903	2011	UDIC	5	0.282701983	0.09177057
315340	35.66	-82.03	1900	2011	UDIC	5	0.284394201	0.082895054
315356	35.8	-82.67	1900	2011	UDIC	5	0.298363095	0.115577498
315771	34.98	-80.52	1900	2011	UDIC	5	0.249975998	0.079946221
315830	34.73	-76.74	1948	2011	AQUIC	1	0.246975806	0.07197455
315838	35.73	-81.67	1900	2011	UDIC	5	0.296226959	0.088683939
315890	36.5	-80.65	1900	2011	UDIC	5	0.308179724	0.098623365
317202	36.38	-79.69	1962	2011	UDIC	5	0.30155914	0.098882677
317615	35.68	-80.48	1900	2011	UDIC	5	0.25360023	0.083609883
318113	33.99	-78.01	1900	2011	AQUIC	1	0.271673387	0.078296072
318292	35.81	-80.88	1901	2011	UDIC	5	0.279351933	0.090322052
318500	35.88	-77.54	1900	2011	AQUIC	1	0.29718702	0.094830381
318694	36.39	-81.3	1946	2011	UDIC	5	0.375488759	0.100641013
319147	35.49	-82.97	1900	2011	UDIC	5	0.328533026	0.109767192
319476	35.69	-77.95	1916	2011	UDIC	5	0.251288082	0.097812371
320941	48.82	-100.44	1900	2011	UDIC	5	0.226934524	0.200899187
321408	46.88	-97.23	1984	2011	AQUIC	1	0.199788786	0.127448718
321871	48.91	-103.29	1907	2011	TYPIC USTIC	4	0.188914491	0.193051627
322188	46.89	-102.81	1900	2011	TYPIC USTIC	4	0.234759025	0.214929668
323287	46.16	-98.4	1900	2011	UDIC	5	0.198708717	0.134946709
323594	48.42	-97.42	1900	2011	AQUIC	1	0.182891705	0.153368744
323621	47.92	-97.1	1900	2011	AQUIC	1	0.242871544	0.181364758
324203	47.44	-97.07	1905	2011	AQUIC	1	0.199628178	0.150002467
324418	46.88	-98.69	1900	2011	UDIC	5	0.195372504	0.154631598
324958	48.76	-98.34	1903	2011	UDIC	5	0.231626714	0.187459457
325220	46.45	-97.68	1903	2011	UDIC	5	0.186100424	0.141257258
325479	46.81	-100.91	1913	2011	TYPIC USTIC	4	0.212881503	0.19141912
326255	46.51	-99.77	1900	2011	TYPIC USTIC	4	0.219542051	0.180801244
326315	46.54	-102.87	1900	2011	TYPIC USTIC	4	0.156370008	0.152576327
326947	48.97	-97.24	1900	2011	AQUIC	1	0.205573157	0.163056012
327530	46.89	-102.32	1916	2011	TYPIC USTIC	4	0.214269713	0.18719349
328792	48.37	-100.39	1900	2011	UDIC	5	0.139592934	0.13973221
329445	48.61	-100.29	1900	2011	UDIC	5	0.186539939	0.169786564
331072	40.81	-82.97	1900	2011	UDIC	5	0.322988671	0.126087468
331541	41.05	-81.94	1900	2011	UDIC	5	0.335853495	0.131343729
331592	39.61	-82.95	1900	2011	UDIC	5	0.326996928	0.12341195
332098	41.28	-84.39	1900	2011	AQUIC	1	0.298771121	0.140808612
332791	41.05	-83.66	1900	2011	UDIC	5	0.327068932	0.132219395
333375	40.1	-84.65	1900	2011	AQUIC	1	0.30796371	0.119233996
333758	39.2	-83.62	1900	2011	UDIC	5	0.321332565	0.110145886
333780	41.3	-81.15	1900	2011	UDIC	5	0.38608871	0.142103523
334189	40.65	-83.61	1900	2011	UDIC	5	0.284034178	0.119354614
335041	39.65	-81.86	1900	2011	UDIC	5	0.335061444	0.119582315
335315	40.77	-80.86	1900	2011	UDIC	5	0.333861367	0.132767437
336118	41.27	-82.62	1900	2011	UDIC	5	0.340533794	0.13766671
336600	39.84	-81.92	1900	2011	UDIC	5	0.313508065	0.124395434
336781	38.76	-82.89	1900	2011	UDIC	5	0.326852919	0.115937577
338313	41.12	-83.17	1900	2011	UDIC	5	0.358798963	0.144994976
338534	40.83	-83.28	1900	2011	UDIC	5	0.29469086	0.118083307
338552	40.1	-83.78	1900	2011	UDIC	5	0.318644393	0.118070571
338769	41.2	-80.82	1900	2011	UDIC	5	0.384336598	0.150810124
338822	41.52	-84.15	1900	2011	AQUIC	1	0.329733103	0.140684228
338830	39.11	-82.98	1900	2011	UDIC	5	0.302611367	0.113622993
339312	40.78	-81.92	1900	2011	UDIC	5	0.351862519	0.139596026
340017	34.79	-96.69	1907	2011	UDIC USTIC	6	0.203584229	0.077503724
340179	34.59	-99.33	1903	2011	TYPIC USTIC	4	0.151499457	0.096637721
340256	34.22	-95.62	1918	2011	UDIC	5	0.193233814	0.06553565
340548	36.77	-96.03	1920	2011	UDIC USTIC	6	0.2057036	0.087229139
340593	36.81	-100.53	1900	2011	ARIDIC USTIC	2	0.121807796	0.112745548
340908	36.72	-102.48	1908	2011	ARIDIC USTIC	2	0.122906328	0.124409187
341243	36.8	-99.64	1907	2011	TYPIC USTIC	4	0.138197645	0.090210877
341828	36.32	-95.58	1900	2011	UDIC	5	0.208501344	0.086099499
342678	34	-96.37	1901	2011	UDIC USTIC	6	0.193984307	0.073733117
342912	36.42	-97.87	1900	2011	UDIC USTIC	6	0.193836406	0.092930057
342944	35.22	-99.86	1904	2011	TYPIC USTIC	4	0.132044006	0.089397407
343628	36.59	-101.62	1910	2011	ARIDIC USTIC	2	0.128241619	0.125404084
343821	35.82	-97.4	1900	2011	UDIC USTIC	6	0.185603879	0.086035058
344055	36.09	-97.84	1915	2011	UDIC USTIC	6	0.174287773	0.087504215
344204	34.99	-99.05	1910	2011	TYPIC USTIC	4	0.171990301	0.098659146
344235	35.06	-96.39	1901	2011	UDIC	5	0.185726049	0.072515319
344298	36.86	-101.22	1906	2011	ARIDIC USTIC	2	0.129894502	0.115362439
344573	36.72	-97.79	1900	2011	UDIC USTIC	6	0.171706989	0.083631067
345509	34.89	-99.5	1920	2011	TYPIC USTIC	4	0.142122487	0.088212074
345779	35.51	-96.98	1900	2011	UDIC USTIC	6	0.170266897	0.075513943
345855	36.88	-94.88	1917	2011	UDIC	5	0.19368987	0.076951774
346130	35.78	-95.33	1905	2011	UDIC	5	0.224600543	0.083705166
346139	36.23	-99.17	1915	2011	TYPIC USTIC	4	0.152837823	0.096761047
346278	36.89	-97.06	1900	2011	UDIC USTIC	6	0.180923579	0.078768162
346629	36.12	-98.32	1903	2011	UDIC USTIC	6	0.142818388	0.083930794
346638	35.43	-96.3	1912	2011	UDIC	5	0.196774194	0.073680558
346670	35.62	-96.03	1910	2011	UDIC	5	0.191703563	0.073312944
346926	34.73	-97.28	1900	2011	UDIC USTIC	6	0.18313172	0.078171137
346935	36.67	-96.35	1900	2011	UDIC USTIC	6	0.19858871	0.078018061
349422	35.52	-98.7	1905	2011	TYPIC USTIC	4	0.180157773	0.092590364
350304	42.21	-122.71	1900	2011	XERIC	8	0.269657258	0.201117083
350328	46.16	-123.88	1953	2011	UDIC	5	0.522234372	0.111820319
350412	44.84	-117.81	1943	2011	XERIC ARIDIC	9	0.264531713	0.382392337
350694	44.06	-121.29	1901	2011	XERIC ARIDIC	9	0.19112661	0.243777195
351765	45.23	-120.18	1904	2011	XERIC	8	0.235190163	0.280603945
351862	44.63	-123.19	1900	2011	XERIC	8	0.392449117	0.144711765
351897	43.79	-123.03	1916	2011	XERIC	8	0.37906026	0.127011453
351946	42.9	-122.13	1919	2011	UDIC	5	0.34368135	0.083123986
352135	42.94	-117.34	1929	2011	XERIC ARIDIC	9	0.147234098	0.226020228
352406	43.67	-123.33	1902	2011	XERIC	8	0.360043988	0.121292592
352440	45.45	-121.13	1904	2011	XERIC	8	0.221002589	0.272009002
352997	45.52	-123.1	1900	2011	XERIC	8	0.392761137	0.132331506
353445	42.42	-123.32	1900	2011	XERIC	8	0.294834869	0.143536989
353770	45.45	-122.15	1900	2011	UDIC	5	0.48000672	0.088461302
353827	45.37	-119.56	1900	2011	XERIC	8	0.247071813	0.276929735
354003	45.68	-121.52	1900	2011	XERIC	8	0.318620392	0.157777448
355162	43.27	-118.84	1959	2011	AQUIC	1	0.161290323	0.295959648
355362	44.18	-122.12	1902	2011	UDIC	5	0.251930596	0.085306678
355384	45.22	-123.16	1900	2011	XERIC	8	0.347326229	0.131905383
355593	45.94	-118.41	1928	2011	XERIC	8	0.23780722	0.247509797
355734	45.48	-120.72	1917	2011	XERIC	8	0.233191851	0.304050098
356032	44.64	-124.06	1900	2011	UDIC	5	0.436203917	0.100833545
356073	43.41	-124.24	1902	2011	UDIC	5	0.430131965	0.100915254
356426	42.69	-120.54	1904	2011	TYPIC ARIDIC	3	0.139237356	0.230192026
356883	44.3	-120.81	1900	2011	XERIC ARIDIC	9	0.173627112	0.280061705
356907	42.73	-122.52	1905	2011	XERIC	8	0.328333836	0.122094348
357331	43.21	-123.37	1965	2011	XERIC	8	0.350835049	0.160906195
358746	45.21	-117.88	1911	2011	XERIC	8	0.288113489	0.312798061
358797	43.98	-117.24	1905	2011	XERIC ARIDIC	9	0.149683449	0.258106216
358997	45.57	-117.53	1903	2011	XERIC	8	0.276166519	0.241807659
360106	40.65	-75.45	1948	2011	UDIC	5	0.337449597	0.10967303
361354	39.94	-77.64	1900	2011	UDIC	5	0.265745008	0.113843768
362682	42.08	-80.18	1926	2011	UDIC	5	0.433545886	0.159915832
363028	41.4	-79.83	1900	2011	UDIC	5	0.389448925	0.138234788
367477	41.42	-78.75	1913	2011	UDIC	5	0.403524492	0.144076126
367931	40.78	-76.86	1900	2011	UDIC	5	0.28000192	0.119374588
368449	40.79	-77.87	1900	2011	UDIC	5	0.366815476	0.139793343
