X,Y,stnid,lat,long,maxtemp,mintemp,ppt,magnitude,timing,maxtempfreezedays,mintempfreezedays,prismppt,prismtemp,prismmintemp,prismmaxtemp,prismdewtemp,prismjjavpd,prismmaxvpd,elev,wizardppt,cesmppt,resep,resepx,resepxpptout,resepxprismjjavpdout,resepxmagnitudeout,resepxmintempfreezedaysout
-745430.9278,1604076.229,"58,429",37.1786,-104.4869,19.622627,3.054064705,359.8721967,5.51476322,0.180635561,10.08196721,138.9180328,405.2,10.61,2.12,19.09,-1.36,29.24333333,18.45,"1,889",654.262598,981.27703,0.034615894,0.033639167,FALSE,FALSE,FALSE,FALSE
-525457.0028,1910708.677,"59,243",40.0583,-102.2189,19.81360189,2.19563019,424.3423934,7.454356602,0.151449693,18.40983607,154.3934426,469.74,10.52,2.4,18.63,1.8,30.11666667,17.33,"1,148",435.007766,803.5413806,-0.003815329,-0.00418,FALSE,FALSE,FALSE,FALSE
1940955.542,2332007.912,"68,138",41.795,-72.2283,14.35794547,4.357335968,1134.626328,10.49075698,0.277985791,34.47540984,119.0491803,1259.52,9.38,3.55,15.21,3.6,17.00666667,10.15,111,1340.51802,1223.276838,0.091640881,0.09173,TRUE,FALSE,FALSE,FALSE
1737737.471,1991863.217,"72,730",39.2583,-75.5167,19.27608841,8.225162264,1128.996689,10.11267952,0.289536417,9.295081967,84.26229508,1135.51,13.15,7.69,18.62,7.2,19.53333333,11.94,2,1241.678238,1213.944071,-0.020748706,-0.02153,FALSE,FALSE,FALSE,FALSE
1284915.348,880720.4718,"84,731",30.1853,-82.5942,26.5412595,13.87747426,1346.724656,11.73904006,0.300499232,0.032786885,18.93442623,1338.12,20.28,13.74,26.81,14.68,22.90333333,18.47,51,1411.053058,1285.847503,0.055184198,0.05473,TRUE,FALSE,FALSE,FALSE
1118076.792,1009676.708,"90,140",31.5339,-84.1489,25.68297619,11.95623159,1277.874,11.99214682,0.287442396,0.262295082,42.13114754,1275.11,19.11,12.63,25.59,13.05,25.91333333,18.79,55,1315.45584,1364.850732,0.054157844,0.05508,TRUE,FALSE,FALSE,FALSE
1117370.971,1241535.3,"92,318",33.5972,-83.8436,22.96780141,10.21124821,1179.013869,12.47223229,0.246111751,1.032786885,55.31147541,1242.56,16.52,10.25,22.79,10.52,24.58333333,16.24,217,1277.646162,1454.285903,-0.026500502,-0.025326667,FALSE,FALSE,FALSE,FALSE
1196570.65,1094770.846,"92,966",32.2003,-83.2058,25.02382362,11.96266706,1161.100623,12.79535256,0.247336046,0.426229508,35.96721311,1177.2,18.47,12,24.94,12.76,25.28333333,17.92,112,1225.604864,1379.635145,-0.054191245,-0.056268667,FALSE,FALSE,FALSE,FALSE
1316478.998,1087934.185,"93,754",31.9881,-81.9522,25.4276999,12.71258309,1143.707869,11.19530791,0.27635902,0.098360656,28.08196721,1155.25,19.13,12.74,25.52,13.61,24.67333333,17.77,51,1279.51357,1402.585054,-0.044248286,-0.04369,FALSE,FALSE,FALSE,FALSE
1179318.347,1191800.271,"95,874",33.0831,-83.2497,24.28503622,9.842764223,1145.219377,11.39404733,0.274435726,0.475409836,64.13114754,1161.87,17.8,11.17,24.43,11.88,26.45333333,18.04,101,1223.003396,1402.390744,-0.04660266,-0.04716,FALSE,FALSE,FALSE,FALSE
1030130.257,1214698.901,"96,335",33.4544,-84.8178,22.99702762,9.956118708,1222.264656,12.11802515,0.281105991,1.016393443,55.40983607,1292.25,16.24,9.73,22.74,10.56,22.61333333,15.66,255,1347.121258,1422.154378,0.059215619,0.06241,TRUE,FALSE,FALSE,FALSE
1067775.116,1133000.579,"98,535",32.6875,-84.5197,24.08939829,10.18876153,1262.500754,15.20828769,0.222422235,0.262295082,53.81967213,1232.16,17.39,10.84,23.94,11.39,24.32333333,17.03,206,1293.734522,1422.154378,-0.036975551,-0.036126667,FALSE,FALSE,FALSE,FALSE
1231975.355,1235116.708,"99,141",33.4028,-82.6222,23.6207434,10.31912321,1207.316131,13.26474435,0.242621242,0.672131148,54.81967213,1188.65,17.11,10.55,23.67,11.05,25.29333333,17.2,152,1229.56447,1402.390744,-0.021379332,-0.0211265,FALSE,FALSE,FALSE,FALSE
-1358158.574,2338062.528,"100,010",42.9536,-112.8253,15.08636437,-0.959675942,224.0696393,3.295749355,0.180573842,40.68852459,194.6557377,237.76,7.95,0.44,15.45,-0.43,30.55666667,14.85,"1,332",376.216926,643.3264329,0.045700676,0.045153846,FALSE,FALSE,FALSE,FALSE
-1214613.306,2436876.903,"100,470",44.0425,-111.2739,12.48883808,-1.921025477,473.1978361,5.187829679,0.228014593,59.68852459,195.3606557,550.07,4.84,-2.53,12.22,-2.46,24.15666667,11.95,"1,757",500.568976,731.3323483,0.084368647,0.084018,FALSE,FALSE,FALSE,FALSE
-1625480.12,2575734.577,"101,408",44.5733,-116.6753,16.75439379,1.011763022,513.0758361,6.254668837,0.20655722,32.03278689,167.3442623,537.55,9.04,1.47,16.62,0.19,35.95666667,17.33,839,629.63806,778.3174965,-0.003010102,-0.003912,FALSE,FALSE,FALSE,FALSE
-1560448.756,2914199.565,"101,956",47.6789,-116.8017,15.07854041,3.121950706,520.321082,5.382201889,0.249663978,17.73770492,108.9836066,656.54,8.5,2.67,14.33,1.98,25.36,12.3,692,1067.369214,856.6276976,-0.052880901,-0.05415,FALSE,FALSE,FALSE,FALSE
-1502689.097,2722189.516,"103,143",46.0931,-115.5356,16.10799675,2.894459777,938.6840656,6.492230264,0.38352482,14.60655738,128.5081967,1096.73,7.77,1.74,13.81,1.06,24.77,12.09,"1,089",1210.344544,1589.565757,0.045551985,0.044779,FALSE,FALSE,FALSE,FALSE
-1557480.895,2374922.054,"103,631",42.9403,-115.3231,20.24422743,2.658792817,214.4218033,3.949215131,0.136870666,9.524590164,126.1803279,248.06,10.85,3.02,18.68,0.49,40.06666667,19.38,851,264.459466,749.0724621,0.02766403,0.027684867,FALSE,FALSE,FALSE,FALSE
-1277127.27,2282494.845,"103,732",42.5872,-111.7275,14.12856068,-1.725216062,371.5187213,3.860337945,0.253328213,46.39344262,196.8196721,382.6,6.46,-1.34,14.26,-2.98,30.25,14.82,"1,697",616.842556,646.8890192,0.024764799,0.023559857,FALSE,FALSE,FALSE,FALSE
-1510632.816,2298464.627,"104,295",42.3528,-114.5739,16.66191103,2.002931663,226.951082,3.858603884,0.160430108,16.6557377,133.0983607,239.51,8.6,1.35,15.86,-0.66,31.16,15.43,"1,382",333.491332,681.031024,0.125322146,0.12592,FALSE,FALSE,FALSE,FALSE
-1498021.559,2339237.782,"104,670",42.7325,-114.5192,17.40466056,2.220895054,262.3028852,3.462758551,0.188809445,22.80327869,154.5245902,264.45,9.76,2.54,16.99,0.22,32.73333333,16.73,"1,164",261.617968,681.031024,-0.058991859,-0.060018571,FALSE,FALSE,FALSE,FALSE
-1514016.653,2887335.78,"104,831",47.5311,-116.1267,14.97656844,2.068976495,774.004623,5.486774147,0.375213546,22.81967213,140.0163934,1289.83,5.1,0.77,9.43,-0.5,20.7,7.9,"1,166",1571.9806,1291.919728,0.018608565,0.01777,FALSE,FALSE,FALSE,FALSE
