stnid	lat	lon	mean_tmax[c]	mean_tmin[c]
106891 44.0772 -116.9297 18.7721428675419 3.18840414986365
107264 48.9958 -116.5031 13.9158475142827 0.96253734402215
107386 48.3514 -116.8358 13.2468686589061 0.3345593289023
108137 48.2928 -116.5578 13.5832710433657 1.56820166392743
110072 41.1961 -90.7478 15.8591577622227 4.0500228799376
110187 37.4814 -89.2344 19.8543627103555 7.90967568190399
110338 41.7806 -88.3092 15.4833178041676 3.83133243706896
111280 39.2883 -89.8703 18.140381694707 6.35225537134745
111436 39.4761 -88.1653 17.5999694334206 6.53431128807892
112140 40.1389 -87.6483 17.3750321527359 5.62254331605016
112193 39.8275 -88.9525 17.8159365576484 6.03741962693387
112483 37.9878 -89.1931 19.4784558030274 7.48828896394253
113335 41.1744 -90.0356 15.7597696520654 4.17585926623754
113879 37.7408 -88.5244 20.4023209369637 7.81394149008761
114108 39.15 -89.4833 18.8206321650491 6.71561523889347
114198 40.4744 -87.6561 16.4948702022154 5.56699306222981
114442 39.7347 -90.1978 17.4938774519551 5.21099028977778
114823 40.5839 -90.9686 16.8571578283265 4.53964511491591
115079 40.1514 -89.3381 17.3752636219826 5.47240007125012
115326 42.2928 -88.6469 14.8018159527207 2.81291158182652
115712 40.9125 -89.0339 16.0949146227451 3.93636824415666
115768 40.9247 -90.6392 16.6852937478611 4.92813790268514
115833 41.8039 -89.9744 15.8539188547361 3.42502133975085
115901 42.0981 -89.9842 15.10963853379 2.40591388040461
115943 38.3483 -88.8533 18.5613168617346 6.89103538549012
116446 38.7003 -88.0819 18.8790835321505 6.98332628848992
116526 41.3283 -88.9106 16.3875046078871 5.10104941190227
116558 39.0028 -87.6225 18.8574441716363 6.68333127956635
116579 39.3722 -89.0242 17.8621073890756 6.5292213637835
116610 39.6356 -87.6933 17.2976206098961 6.17127649042981
116910 40.8853 -88.6389 16.1916074438657 5.20277190935205
117551 40.1158 -90.5608 17.0883145324932 5.2961090871764
118147 38.1167 -89.7167 18.988576812348 7.16848683960788
118740 40.0839 -88.2403 16.546735897854 5.75045406303343
118916 41.5519 -89.5989 15.6607409703509 4.11880809942177
119241 39.4411 -90.3789 17.7886603408645 6.0205563811931
119354 39.4381 -88.5986 17.9925819385116 6.49213527249489
120177 40.1122 -85.7175 16.2518639231923 5.61457779023237
120200 41.6397 -84.9897 14.0078775118281 3.21353496131268
120676 40.6683 -84.9305 16.1829085137614 5.37110670419592
120784 39.1742 -86.5214 17.8053559123731 6.53334820819849
121030 39.4239 -85.0128 17.7752120932954 4.56663756529941
121229 39.8667 -85.1833 16.2631991389898 3.77179374936698
121747 39.1978 -85.9211 17.6294912830894 5.71517707202927
122149 40.615 -86.6661 17.0743509503428 5.26714131090994
123418 41.5575 -85.8825 15.4145017792818 4.76659951479723
123513 39.6439 -86.8767 17.0506872743193 5.52197257041863
123527 39.7858 -85.7611 16.7621855754604 5.42939896387323
124008 41.5422 -87.2881 15.7507959466384 4.24783446089794
124837 41.6117 -86.7297 15.1510079491083 4.9911730762814
125237 38.7369 -85.3942 19.0042129585469 7.2387041990853
125337 40.58 -85.6586 15.8816845086736 4.30601830214269
126001 37.9286 -87.8956 19.1997208402901 7.76885396361755
126580 38.8894 -86.5519 17.9662522103786 5.50312313953684
126705 38.5556 -86.4858 18.8522865699048 5.56586409869785
127125 38.3567 -87.5906 19.0443586962258 7.52537722263069
127482 41.0658 -86.2094 15.3694597532878 4.00488442252509
127522 39.7594 -87.2269 17.8052011585582 6.02891315657154
127646 39.6042 -85.4528 16.4740635262408 5.02095905349849
127755 38.6111 -86.0889 18.684384816039 6.27445106080868
127875 38.6886 -85.785 18.6146550695362 6.1090884152585
127935 38.9822 -85.9822 17.9554333961964 5.24419133459433
129080 38.7436 -85.0761 19.1312466685227 6.87905279476831
129253 38.6489 -87.1989 18.6523414314996 7.51067420849259
129511 41.1947 -87.0578 15.6923582350296 3.41578826062052
129557 39.9961 -86.3542 16.8230387809337 5.03654543000851
129670 41.0267 -86.5867 15.7528435743288 4.25506790588372
130112 41.0656 -92.7867 16.4472168035474 4.98161024497967
130133 43.0683 -94.3053 13.8932165444979 2.18410860401808
130600 41.8814 -92.2764 15.075046534523 3.2595028090037
131402 43.0775 -92.6714 14.0175520828275 2.49152599401348
131533 40.7244 -95.0192 16.6184536996626 4.04865072588594
131635 41.7947 -90.2639 15.5435243232729 4.50499412792043
132724 43.43 -94.8219 13.2978599163561 1.39363673129561
132789 41.0211 -91.9553 16.4358640553635 4.91947799470157
132864 42.8503 -91.8158 13.6315101014295 1.69652043818107
132977 43.2844 -93.6306 13.1448608928 1.7870928515182
132999 42.5836 -94.2006 14.4385230398875 2.61326854535427
134063 41.3656 -93.6481 16.2169828952031 3.95513723457118
134142 42.5189 -93.2536 14.4484820257178 2.48668136770341
134735 42.7817 -96.1458 15.2328862761602 2.35415818470152
134894 41.6381 -95.7883 16.2678463546548 3.63927817722188
135769 40.7053 -94.2428 16.0308714446587 4.13139938395773
135796 40.9486 -91.5647 16.4793076292573 4.9168031610401
135952 43.0453 -92.3122 13.4282265676114 2.30442293123331
137161 42.3969 -94.6292 14.7081346137898 2.77879721100868
137979 42.6347 -95.1694 13.8111398120057 1.81124322524272
138296 42.0356 -92.5806 14.6909044824814 2.78360799254623
138688 41.2828 -91.7067 16.428066387419 4.64765580860877
140365 37.1942 -99.7633 21.7110442979963 5.0990189870057
141704 37.2706 -99.3272 21.6605052876124 7.18185395374422
141740 37.1764 -94.8397 20.3667141896003 8.05323926899133
142401 37.8183 -96.8444 20.3112705455987 7.22247139013523
142459 38.7278 -98.2267 20.0325633527433 5.56044039733929
142835 37.8428 -94.7086 20.3390685040445 8.04277028910062
143527 38.8586 -99.3358 19.339724093341 4.66231211545722
143810 39.6703 -95.5225 18.7997569018941 5.71361335555611
143954 37.2364 -95.7003 20.7757332331188 7.96713177772652
144464 37.9411 -101.2492 20.5673095497594 4.44493610073267
144559 38.9583 -95.2514 19.3978184899779 7.74778214717523
144588 39.3256 -94.9189 18.7688273131476 6.53358195112909
144695 37.0222 -100.9294 22.044766994697 6.14046094163179
144972 39.1972 -96.5814 19.5902158523688 6.2554523638075
145152 38.3772 -97.6097 20.1337482443931 6.55784375857253
145363 39.1247 -97.7047 20.0711291372515 6.48024080135536
145856 39.7408 -99.8356 19.0768893134718 3.93604307409808
146128 38.6133 -95.2808 19.6840647699113 7.25825110494297
147093 39.7675 -101.8097 19.5396254360771 3.21387440653827
147271 38.4819 -100.9189 20.2569972560433 3.98473913866273
147305 37.1317 -96.1861 21.244465991432 7.17790913905386
148495 39.0297 -99.8831 19.116741652753 4.80681586335771
150619 37.5733 -84.2908 19.503226808271 7.73735114235949
150909 36.9647 -86.4239 20.1376424918474 8.06347177087513
152791 38.1167 -83.55 19.5999010765518 6.16427907905863
153430 37.2592 -85.5022 20.2153661247045 6.77485165994943
153762 37.7558 -87.6456 19.9298186679374 8.24921713313894
153994 36.8492 -87.5206 20.235100804445 7.49327409595044
154703 37.5108 -86.2892 19.4609238451115 7.09251837253485
160098 31.3206 -92.4611 25.3221266024697 13.2857723025229
160205 30.7094 -90.525 25.8282320276256 12.6880336628793
160537 32.7689 -92.0056 24.5625591534861 11.8130229044606
160549 30.5372 -91.1469 25.686734535224 14.0853879526767
161411 32.5133 -92.3478 24.6528596160977 11.3755591110622
162534 30.0717 -91.0275 26.0882969389274 14.343256660369
163313 29.8233 -91.5442 25.527083225251 14.7609044912367
163800 30.4192 -92.0439 25.990174384567 13.9949446048629
164407 29.5858 -90.7303 25.8243748435738 14.9391342248765
164700 30.2003 -92.6642 25.4794738850934 14.3227986724104
165026 30.205 -91.9875 25.6530028499417 14.7045606141121
166664 29.9167 -90.1303 25.9559120551838 16.2079658014547
168163 31.9497 -91.2336 24.9292659844105 12.5977255319216
169806 32.0994 -91.7019 24.8832424144025 12.2219763712637
170814 45.6603 -69.812 9.81620960990675 -1.99510416876826
171628 44.9197 -69.2417 12.3932927665555 -0.502834925402532
172426 44.9067 -66.9919 11.4677528558552 2.21980897942546
172765 44.6889 -70.1567 12.1465834193061 -0.866973859662252
173046 44.2203 -69.7889 13.1876511582312 0.944663736336862
176905 43.6497 -70.3003 13.0464641757745 2.32595416239441
176937 46.6539 -68.0089 10.461716075657 -0.758327983270967
179891 45.1572 -67.4044 12.8291488555923 0.0252455418049365
180700 39.0303 -76.9314 18.2710738222462 6.29273723524882
181750 39.2167 -76.0519 18.6404569361211 7.59806926214676
185111 39.0847 -76.9003 18.9373445714245 8.01113519996183
186620 39.4133 -79.4 15.2042705809892 2.59295486484083
187330 38.2122 -75.6822 20.8436584356523 7.39488417259411
187806 38.7144 -76.1897 19.2249120335265 8.90210952041119
188000 38.365 -75.5892 19.9051905211227 8.65607254219708
190120 42.3861 -72.5375 15.4751785227673 2.75720421467699
190736 42.2122 -71.1136 14.2974836731018 4.70455767311188
194105 42.6992 -71.1658 15.3100614823177 4.43629896273058
200032 41.9164 -84.0158 15.0699637232999 3.32311834391678
200146 43.3864 -84.6492 14.2738917026314 2.73827507082544
200230 42.2947 -83.7108 15.011809376128 4.66577608647387
200779 43.7072 -85.4822 13.4660165072978 1.38712168240555
201492 45.6528 -84.4725 11.6869777878212 1.37913771622473
201675 41.9622 -84.9925 14.427293733661 3.64113560526324
202423 44.2839 -83.5036 13.0622845131925 1.85992672441566
203632 43.6747 -86.4239 13.0767186244909 2.71728219479415
203823 41.9353 -84.6411 14.1494848318222 2.68751500667135
204090 45.7858 -88.0842 11.8367290650879 -0.556002740806202
204104 46.4656 -90.1892 10.2739138408059 -1.14182064205658
205650 42.6083 -82.8183 14.0529890634251 4.49164643246086
205662 43.5858 -84.7697 13.5267266968832 2.41796537789502
205690 46.4122 -86.6625 10.528870420926 0.496444652766219
206300 43.0161 -84.18 14.1391277962389 3.00412986349443
207690 42.4011 -86.2833 14.1600012739509 5.36424997798815
207812 46.0556 -88.6275 10.9486760199671 -2.38214518869179
210018 47.2992 -96.5161 11.303336640945 -1.02388140633687
210075 43.6064 -93.3019 12.7441013076724 1.71140923742906
210252 48.3311 -96.8253 10.3165563416754 -2.65595120730213
211630 46.7047 -92.5253 10.82097379983 -1.7948076724887
212142 46.8372 -95.8372 11.2095919785833 -1.33598743800396
212698 43.6447 -94.4656 13.0912131680572 2.35557545548976
213290 43.7047 -92.5644 11.9275786435366 0.900132061496206
213303 47.2436 -93.4975 10.8594054570873 -1.83008892666236
214106 47.2256 -95.1919 10.4865905092134 -2.7472958096766
214652 47.2467 -94.2228 10.9321155491444 -1.32597189324388
215400 45.1219 -95.9269 13.0186140426021 0.377823080562489
215435 44.8831 -93.2289 12.6441314267849 2.35902322455503
215563 44.9364 -95.7536 12.9615564866755 0.68974335669078
215615 45.8775 -93.3147 11.9173632356855 -1.16201306032718
215638 45.5903 -95.8747 11.2854357990871 -0.206989682070081
216360 46.9006 -95.0678 10.8052424672378 -1.850443293498
216547 46.6694 -94.1089 11.5598938729863 -1.19105050300198
216565 44.0139 -96.3258 12.8923373601227 -0.104973535842165
217405 44.3222 -93.9656 13.4886287158393 1.5333898516184
217460 46.7953 -93.3211 11.807440873594 -0.716502751215222
218419 47.0258 -91.6653 9.95734059730576 -0.117297596961388
219046 43.7692 -94.1872 12.6960080563443 1.34721794414352
220021 33.83 -88.5214 23.539736772404 10.7367737072235
220488 34.3061 -89.9806 22.932160849879 9.74726640157436
220955 34.6628 -88.5797 21.9648856471101 9.87636709122024
221094 31.5447 -90.4581 24.7217678511591 11.8199463665834
221389 32.6714 -90.0361 24.5139192012517 10.8915145793146
221707 34.1864 -90.5572 22.7834771370662 11.4046155756348
221865 31.2503 -89.8361 25.6688319571698 12.6239485353621
221962 34.8792 -88.6178 22.6262582995612 9.58600562207091
222094 31.9461 -90.3775 25.013366268328 12.6594488876222
223107 32.36 -89.4208 24.7025545776992 10.8091118581631
223605 33.3592 -91.06 23.5273353172356 11.4133659310687
223887 31.2547 -89.3392 25.2790922752629 12.3472210617658
223975 34.8161 -89.9853 22.4833875332712 10.6633149633342
224776 33.0583 -89.5797 23.6649440476415 10.3814624918094
224939 31.6756 -89.1236 24.7732855063173 11.8069157877086
225247 33.1353 -89.0711 23.0587487374637 10.7281357068578
225987 31.5519 -90.1058 25.3845654270612 11.3743729135497
226009 33.4519 -90.5094 23.7396012819364 11.9500275485373
226177 31.5889 -91.3408 24.9528009819428 12.7808875253867
226718 30.3964 -88.4781 24.7496981851794 14.3119583316942
227128 30.8408 -89.5453 25.4612654378352 13.4712290000168
227132 31.985 -90.9719 24.5299311827183 10.968774772419
228374 33.4692 -88.7822 23.4924003452552 11.0513731932325
229079 34.3803 -89.5358 22.540134506167 9.64255531371504
229400 34.1583 -89.6311 22.9283005968491 9.6329952231335
229439 31.6772 -88.6708 25.2184777092669 11.0432940385905
229793 31.0928 -91.2328 25.4607855455539 12.7757410037928
230204 38.1869 -94.0281 19.6623284254119 6.93689873870173
231037 39.4247 -93.1331 17.99718513868 6.19641947230192
231364 36.1686 -89.6642 20.9931444478704 9.72753216246832
231711 38.395 -93.7711 19.269208367336 6.12950968481206
231822 40.2394 -94.6833 16.975310588656 5.03122353202378
232289 36.6206 -90.8125 21.3545611011197 6.66819553301972
232809 37.7922 -90.4103 19.2816502131937 6.35318850355396
234271 38.585 -92.1825 19.3265745564551 6.0889378716265
234705 37.4994 -94.2697 19.4927383441889 7.2729459762244
234825 37.685 -92.6936 19.7911526108714 7.4868555319246
235253 37.3036 -89.9664 20.3841831916198 6.88613755566334
235541 39.1756 -91.8861 18.0177415682692 5.58243778188719
235671 39.4194 -92.4369 18.1997398144986 6.67428461907145
235834 37.1528 -92.2636 19.1686206297781 7.05324389468894
235976 36.8639 -94.36 20.8163282582467 7.32458635947141
238051 39.9714 -91.8872 17.7201230573957 5.90815036641552
238523 40.475 -93.0031 16.5309898022699 4.59656478569628
238725 38.835 -91.1386 18.1041753679147 5.83056088032452
240199 46.1314 -112.9569 13.9980027594548 -1.18458025562469
240364 47.4931 -112.3964 15.2581074276445 -0.628811296049867
240780 45.8328 -109.9503 15.781944772611 1.00726592266214
241044 45.6622 -111.0453 13.6913758304182 -0.0399229168336925
241552 47.2194 -111.71 14.9822579571679 0.475815833398198
241722 48.5883 -109.2256 14.0749396324425 -1.72917634499798
241737 47.8206 -112.1919 14.0560119610485 -0.303121204912082
242173 48.6033 -112.3753 11.7879043599072 -1.56776662755044
242409 45.2128 -112.6447 14.4602635485109 -1.22657173072605
242689 45.8903 -104.5461 14.1288534549102 -0.152466508597045
242793 45.3394 -111.7111 14.0148352531506 -0.724408466621345
243013 46.8511 -108.3133 15.8564735096782 -0.141562860778628
243110 48.4983 -109.7972 13.9737782170973 -1.0509706817505
243558 48.2139 -106.6214 12.5122051253523 -0.682873030591275
243581 47.1064 -104.7183 15.1654763121517 0.495693996128331
243751 47.4733 -111.3822 13.7238224883911 0.68756040107091
243885 46.2553 -114.1642 14.9712571598671 0.625390416207533
244038 44.8667 -111.3392 9.56715572971908 -4.67060500000521
244055 46.6056 -111.9636 13.7260749112858 -0.182001334379534
244345 45.9228 -108.2444 15.9985222156786 -0.383110944981588
244364 45.9353 -107.1375 14.6191284480091 -2.03501394717331
244522 47.3144 -106.9103 15.5422369055797 -0.962554549001909
244558 48.3042 -114.2636 12.6188570963492 -0.415076819933577
245015 48.4036 -115.5392 15.4359266553869 0.321868670514048
245572 48.4828 -104.4514 12.6583014593576 -1.65952053605629
245690 46.4267 -105.8825 14.6251450477875 1.13287553473423
245761 47.0575 -109.9514 13.2333778637988 -0.69941509824573
246157 45.4856 -111.6325 14.763154677243 2.37914235125171
246601 46.4178 -104.5164 14.3730031988991 -1.3637434581164
246918 45.1797 -109.2497 12.5281707870083 -0.78908674008181
247382 47.4536 -104.3378 14.0648054670821 -0.465549804121647
248501 48.3089 -112.2511 13.3126852114059 -0.555027994062931
248569 47.88 -105.3686 13.2242968229481 -0.905524046304266
248597 45.2925 -111.9481 13.1199644038517 -1.46487600860889
250130 42.1103 -102.8967 16.756937965295 1.0876701121452
250375 41.0406 -96.3775 17.0774363696595 3.89070221313639
250420 42.5136 -99.0303 15.9161995903312 2.70385624103782
250435 40.3703 -95.7467 17.904107035159 5.11288924318079
250640 40.1306 -99.8278 20.1907440310031 3.16996851874613
251145 41.6675 -103.1042 18.627316458861 1.60357288213301
251200 41.4083 -99.675 16.7220588771152 1.59236324619056
252020 40.6194 -96.9469 17.574598914456 4.73255390354231
252100 40.6742 -100.4936 18.8728624695929 1.99872225681978
252205 41.2492 -97.1328 16.3441385966724 3.71137395390838
252820 40.0739 -97.1669 17.6405930401656 4.14254760862628
252840 40.6422 -97.5928 17.535809161475 3.89405799021898
253175 40.5314 -97.5964 17.5109557696281 4.87045239433845
253185 41.4514 -97.7644 17.0580134991371 3.25418913790247
253365 40.94 -100.1522 17.63616119004 2.98698356724971
253615 42.6858 -103.8842 14.3782265119904 -0.41469308960137
253630 42.6167 -97.2608 16.1256050411633 3.07228167911501
253735 40.175 -97.5903 17.6188847978181 4.35418664925187
254110 40.5208 -101.655 18.1699794890312 2.77332665140513
254440 41.2453 -103.6344 16.7798954295842 0.700924755023037
255080 41.8292 -97.45 16.2036120753421 2.51994261789333
255565 40.5156 -98.9514 17.8434494555819 3.81550464696229
256135 42.0678 -97.9675 15.8107248814372 2.10688741591611
256970 42.065 -100.2472 16.8553358946572 1.25955392234323
257715 40.9 -97.0908 17.1884889145844 4.67571044444831
258395 40.6825 -96.1886 17.4795120676891 3.97761812490481
258465 40.3544 -96.1939 17.4222894917368 3.93311916608904
258480 41.7861 -96.2264 16.5752352470833 3.75859461999196
258915 42.2667 -96.8617 16.1645171207864 2.65651570865601
260507 39.4931 -117.0675 16.3982186667087 1.57681771672047
260691 40.6117 -116.8917 19.3094622292557 0.420224541928656
262573 40.8289 -115.7886 16.8454044492198 -0.916209318597417
262780 39.4572 -118.7811 19.7094119330847 1.79216385122221
264950 39.4136 -114.7733 16.1482011748029 0.550642436188424
265168 38.3844 -118.1056 20.9857028343482 4.36958316497247
266779 39.4839 -119.7711 19.5851727972615 1.69237933200891
267369 35.4661 -114.9217 24.0882814058184 11.1577116752338
269171 40.9017 -117.8081 18.7487190547913 0.0942048604809405
272174 43.15 -70.95 15.1389319382889 2.16605517498664
272999 45.0875 -71.2872 9.15888125769219 -3.13195633977776
273850 43.7031 -72.2847 13.5823570774118 1.60175768340509
274399 42.9389 -72.3244 14.7717938832498 1.3729576406747
280325 39.3792 -74.4242 16.2894933047717 9.37289032890257
